"5180475";"23020-000";"Wilbers Gabelfedern F650"
"5180480";"23040-000";"Wilbers Gabelfedern F650GS"
"5180485";"23050-000";"Wilbers Gabelfedern F 650 Dakar"
"5180490";"23030-000";"Wilbers Gabelfedern F650CS "
"5180520";"23130-000";"Wilbers Gabelfedern K 1100 LT/RS"
"8400015";"24230-500";"Luftfilter R1200GS/RT/ST "
"8400010";"24240-200";"Olfilter neue Modelle"
"8500140";"25850-002";"Lenkererhohung Vario Riser R1200GS"
"8500140";"25850-002";"Lenkererhohung Vario Riser R1200GS"
"8540060";"24960-000";"Ventildeckeldichtungssatz 4V Boxer "
"8540065";"24970-000";"Ventildeckeldichtungssatz 4V Boxer Doppelzundung"
"5180455";"22410-000";"Wilbers Federbein R1100RT vorne"
"5180456";"22410-100";"Federbein Wilbers R1100RT vorne ""hart"""
"5180458";"22410-200";"Wilbers Federbein R1100RT hinten, classic"
"5180459";"22410-300";"Federbein Wilbers R1100RT hinten ""hart"""
"8601350";"31140-000";"Gabelbrucke K1200/1300S/R/Sport"
"8601350";"31140-000";"Gabelbrucke K1200/1300S/R/Sport"
"8601370";"33580-001";"Bugspoiler K1200/1300S lang (ohne Hauptstander)"
"8601365";"32160-001";"Hinterradabdeckung K1200S/R + Sport"
"8601375";"33640-001";"Verkleidung links K1200S, Carbon"
"8601380";"33640-101";"Verkleidung rechts K1200S, Carbon"
"8110174";"27670-001";"Armaturenabdeckung Aluminium silber"
"8110174";"27670-001";"Armaturenabdeckung Aluminium silber"
"8110239";"30630-003";"Vario Tourenscheibe R1150R "
"8144010";"29230-001";"Blinkerglas Umrustkit fur 2 Blinker"
"8144010";"29230-001";"Blinkerglas Umrustkit fur 2 Blinker"
"8162300";"25590-001";"Windschild Flowjet"
"8162300";"25590-001";"Windschild Flowjet"
"1250430";"33320-000";"Lackschutzfolie komplett R1200 RT"
"1250435";"33080-000";"Lackschutzfolie orig. Scheibe R1200 RT"
"1250440";"33060-000";"Lackschutzfolie fur Koffersatz"
"1250441";"33070-000";"Lackschutzfolie Topcase  R1200RT/ST, K1200/1300GT"
"1250445";"33140-000";"Tankschutzfolie R1200 ST"
"1250450";"33310-000";"Lackschutzfolie komplett R1200 ST"
"1250455";"28240-000";"Lackschutzfolie Universal 30cm x 20cm"
"1998030";"25860-000";"Bremsleitung lang fur Vario Riser 1200 GS"
"5525400";"23190-000";"Winkelventil  Alu silber eloxiert 11,3 mm"
"5525400";"23190-000";"Winkelventil  Alu silber eloxiert 11,3 mm"
"5525400";"23190-000";"Winkelventil  Alu silber eloxiert 11,3 mm"
"8162310";"25600-001";"Lampenmaske ""Vario"" HP2 mit Kombihalter"
"8162310";"25600-001";"Lampenmaske ""Vario"" HP2 mit Kombihalter"
"8166120";"26150-002";"Cruise Control lang"
"8166120";"26150-002";"Cruise Control lang"
"8166145";"26160-002";"Cruise Control schwarz m. blauem Stellrad"
"8166145";"26160-002";"Cruise Control schwarz m. blauem Stellrad"
"8166155";"20070-000";"Zentrierstift"
"8166155";"20070-000";"Zentrierstift"
"8166155";"20070-000";"Zentrierstift"
"8500046";"32420-000";"Seitenstanderplatte R1200 RT/ST/R"
"8500046";"32420-000";"Seitenstanderplatte R1200 RT/ST/R"
"8500145";"32470-000";"Faltenbalgkit R-Modelle"
"8500145";"32470-000";"Faltenbalgkit R-Modelle"
"8500145";"32470-000";"Faltenbalgkit R-Modelle"
"8510007";"24390-300";"Kupplungsbelag R1100S, R1150R/GS/RT/RS"
"8700260";"34230-002";"Rahmen FID  poliert"
"8700260";"34230-002";"Rahmen FID  poliert"
"8700260";"34230-002";"Rahmen FID  poliert"
"8700261";"34230-001";"Rahmen FID silber eloxiert"
"8700261";"34230-001";"Rahmen FID silber eloxiert"
"8700261";"34230-001";"Rahmen FID silber eloxiert"
"9002100";"25060-000";"Gehorschutz Motosafe"
"9002190";"25250-000";"HAD Multifunktionstuch"
"1250460";"33180-000";"Tankschutzfolie R1200C"
"1250465";"33350-000";"Lackschutzfolie komplett R1200C"
"5180454";"22190-000";"Wilbers Federbeinsatz, tief R1200GS"
"8166124";"26180-000";"Distanzstuck/Hulse Cruise Control Adv."
"8500109";"27400-002";"Olverschlu?stopfen mit Carboneinlage"
"8500109";"27400-002";"Olverschlu?stopfen mit Carboneinlage"
"8600990";"29260-100";"LED Blinkereinsatz m. Bremslicht"
"5524020";"21600-000";"Synchrotester Carbtune"
"8530120";"29490-000";"Techlusion "
"8530105";"29460-000";"Techlusion 4 V-Boxer "
"8530100";"29470-000";"Techlusion 4 V-Boxer mit Pushplug"
"8530110";"29430-000";"Techlusion F650GS"
"8162320";"28670-001";"Schnabellos-Umbau "" Jararaca"""
"8162320";"28670-001";"Schnabellos-Umbau "" Jararaca"""
"9002195";"25240-200";"Schneekette hinten fur 150/70-17"
"9002196";"25240-500";"Schneekette vorne fur 110/80-19"
"9002090";"24690-000";"Falttrichter"
"9002090";"24690-000";"Falttrichter"
"9002090";"24690-000";"Falttrichter"
"8160735";"20380-001";"Sturzbugel R 1200 RT silber"
"8170045";"30110-002";"Koffertrager R1150GS schwarz"
"8170048";"30120-001";"Topcasetrager R1150GS silber"
"8160974";"27840-001";"Schnabelverbreiterung 1200 GS silber"
"8600238";"34880-000";"Remus Krummeranlage o. Kat fur  R1200RT/ ST"
"8500225";"32840-001";"Gabelbruckenschutzpad 1200 RT"
"8500225";"32840-001";"Gabelbruckenschutzpad 1200 RT"
"8500225";"32840-001";"Gabelbruckenschutzpad 1200 RT"
"8500220";"32890-001";"Zusatzscheinwerferset R1200RT"
"8500220";"32890-001";"Zusatzscheinwerferset R1200RT"
"8500215";"32250-000";"Extender Fender 1200 RT, vorne"
"8500215";"32250-000";"Extender Fender 1200 RT, vorne"
"8500215";"32250-000";"Extender Fender 1200 RT, vorne"
"8500149";"31950-001";"Olkuhlerschutz 1200 RT bis Bj. 2009"
"8500149";"31950-001";"Olkuhlerschutz 1200 RT bis Bj. 2009"
"8500148";"31650-001";"Aufbockhebel R1200RT silber"
"8160736";"20380-003";"Sturzbugel R1200 RT chrom"
"8500216";"32240-000";"Extender Fender R1200R bis Bj. 2010 vorne"
"8500216";"32240-000";"Extender Fender R1200R bis Bj. 2010 vorne"
"8160977";"27840-002";"Schnabelverbreiterung 1200 GS schwarz"
"8160977";"27840-002";"Schnabelverbreiterung 1200 GS schwarz"
"8600475";"28350-001";"Zusatzscheinwerfer R1100/1150GS/Adventure"
"8600475";"28350-001";"Zusatzscheinwerfer R1100/1150GS/Adventure"
"8600580";"28660-100";"Nebelscheinwerfer Micro DE links"
"8600581";"28660-000";"Nebelscheinwerfer Micro DE rechts"
"8161310";"35470-001";"Deckelsatz Kupplung/Bremsbehalter (silber)"
"8161310";"35470-001";"Deckelsatz Kupplung/Bremsbehalter (silber)"
"8110076";"25460-111";"Ergo Scheibe F 650 GS ab 2004 mit Handprotektoren"
"8110076";"25460-111";"Ergo Scheibe F 650 GS ab 2004 mit Handprotektoren"
"8110077";"25460-121";"Ergo Scheibe F 650 GS ab 2004 , hoch"
"8110077";"25460-121";"Ergo Scheibe F 650 GS ab 2004 , hoch"
"8601385";"29600-002";"Poweransaugrohr 1200 GS bis Bj. ?2009"
"8110081";"30520-002";"Vario Screen 1100 RS"
"8481032";"23610-000";"Bremsbelagsatz K1200LT hinten"
"8110195";"30370-001";"Tourenscheibe 1200 RT bis Bj. 2009, gro?"
"8110195";"30370-001";"Tourenscheibe 1200 RT bis Bj. 2009, gro?"
"5180550";"22640-000";"Wilbers Federbein K1200S vorne"
"5180560";"22640-100";"Wilbers Federbein K1200S hinten"
"5180565";"22560-000";"Wilbers Federbein vorne R1200 RT, schwarz"
"5180570";"22560-200";"Wilbers Federbein R 1200 RT, mit hydr. Federvorsp."
"5180575";"22550-000";"Wilbers Federbein R 1200 ST vorne, schwarz"
"5180580";"22550-200";"Wilbers Federbein R1200 ST hinten mit hydr. Federv"
"5180566";"22560-100";"Federbein Wilbers vorne R 1200 RT, hart"
"5180571";"22560-300";"Federbein Wilbers, hinten R 1200 RT, hart"
"5180576";"22550-100";"Federbein Wilbers vorne R 1200 ST, hart"
"5180581";"22550-300";"Federbein Wilbers, hinten R 1200 ST, hart"
"8110268";"32480-001";"Seitendeckel K 1200 S silber"
"5180122";"22090-100";"Ohlins Federbein K 1200 S/R/R Sport vorne"
"5180123";"22090-000";"Ohlins Federbein K1200/1300S hinten"
"5180124";"22060-100";"Ohlins Federbein R 1200 RT vorne"
"5180125";"22060-000";"Ohlins Federbein R 1200 RT hinten"
"8600318";"27900-001";"Fu?schutzer Clear Protect 1200 GS bis Bj. 2009"
"1250337";"33400-000";"Lackschutzfolie komplett K1200 R"
"1250338";"33210-000";"Tankschutzfolie K1200 R/K1200R Sport"
"8160598";"35220-002";"Topcasetrager mit TC 50 schwarz, 1200 RT"
"8160599";"35220-003";"Topcasetrager mit TC 50 silber, 1200 RT"
"8120015";"34670-000";"Blue Filter K 1200S/R/GT (GT: ab 2006)"
"8601085";"28480-002";"Rucklicht wei? mit LED Einsatz"
"8601355";"33960-001";"Carbon Kotflugel K 1200|1300 S + K 1200 R-Sport"
"8601345";"32090-001";"Fersenschutz links K1200/1300 S/R"
"8601346";"32090-101";"Fersenschutz rechts K1200/1300 S/R"
"8601330";"33540-001";"Hocker / Sitzbankabdeckung  K1200/1300S silber"
"8162305";"30700-002";"Windschild Flow Jet fur K1200 R, schwarz"
"8162305";"30700-002";"Windschild Flow Jet fur K1200 R, schwarz"
"8160988";"28700-001";"Tankabdeckung R1200 GS Carbon"
"1250093";"32680-000";"Tankpadset  K1200/1300R Carbonoptik"
"912Z-8-50";"38481-300";"Zylinderschraube Imbuss verzinkt M8*50 "
"1250295";"21200-000";"Flachhalter  fur Multipod"
"1250295";"21200-000";"Flachhalter  fur Multipod"
"1250295";"21200-000";"Flachhalter  fur Multipod"
"1250291";"20100-000";"Gurtelhalterung fur Media Bag"
"1250292";"38770-000";"Schnellkupplung fur Kamera an Multi Pod"
"1250293";"38780-000";"Saugnapfhalterung Multi Pod im KFZ / Boot"
"1250293";"38780-000";"Saugnapfhalterung Multi Pod im KFZ / Boot"
"8160111";"25870-000";"Schnellverstellung Lenker-Klemmung  "
"8160109";;"Schnellverstellung Lenker mit Lenkererh. 25 mm"
"8601395";"31940-001";"Motorschutz K1200 R / Sport vorne"
"8601395";"31940-001";"Motorschutz K1200 R / Sport vorne"
"8600725";"35130-002";"Topcasetrager K1200 R/Sport K1300R schwarz"
"8110194";"30400-001";"Tourenscheibe  1200 RT, kurz"
"8110194";"30400-001";"Tourenscheibe  1200 RT, kurz"
"8601400";"30610-003";"Vario Tourenscheibe  K1200/1300S"
"8110269";"32480-002";"Seitendeckel K 1200 S Carbon Look"
"8600134";"29690-000";"Remus Schalldampfereinsatz Revolution RV 1"
"8601396";"31940-101";"Motorschutz Verlangerung"
"8601396";"31940-101";"Motorschutz Verlangerung"
"1250286";"21180-000";"Tragerplatte fur Media Bag"
"1250286";"21180-000";"Tragerplatte fur Media Bag"
"1250286";"21180-000";"Tragerplatte fur Media Bag"
"1250288";"21230-040";"Verlangerung fur Halter Multi Pod"
"1250289";"21250-000";"Bedienstift fur Media Bag"
"1250289";"21250-000";"Bedienstift fur Media Bag"
"1250289";"21250-000";"Bedienstift fur Media Bag"
"1250281";"21260-000";"Blendschutz fur Media Bag"
"1250282";"21270-000";"Connector Bag"
"8160476";"31970-002";"Olkuhlerschutz K1200R"
"8160476";"31970-002";"Olkuhlerschutz K1200R"
"8600995";"32980-002";"Rucklichtumbau  Triton 2 K1200S/R, R1200R"
"8600995";"32980-002";"Rucklichtumbau  Triton 2 K1200S/R, R1200R"
"8600995";"32980-002";"Rucklichtumbau  Triton 2 K1200S/R, R1200R"
"8601401";"30600-003";"Spoilerscheibe K1200 S "
"8601351";"31180-001";"Lenker Rizoma Alu silber eloxiert"
"8310001";"25610-010";"Sitzbank F650 GS tief/low"
"8320001";"25610-020";"Sitzbank F650 GS orig./regular"
"8320001";"25610-020";"Sitzbank F650 GS orig./regular"
"8330001";"25610-030";"Sitzbank F650 GS hoch/high"
"8500055";"26900-001";"Krummerschutz HP2/1200 GS"
"8500056";"27000-001";"Kupplungsbehalterabdeckung "
"8500056";"27000-001";"Kupplungsbehalterabdeckung "
"8500057";"26990-001";"Bremsbehalterabdeckung "
"8500057";"26990-001";"Bremsbehalterabdeckung "
"8601352";"31180-002";"Lenker Rizoma Alu schwarz eloxiert"
"8160477";"32010-001";"Wasserkuhlerschutz neue K-Modelle"
"8110288";"32490-001";"Seitendeckel K 1200 R silber"
"8160230";"25760-003";"Kupplungshebel verstellbar Titan/Silber"
"8160230";"25760-003";"Kupplungshebel verstellbar Titan/Silber"
"8160230";"25760-003";"Kupplungshebel verstellbar Titan/Silber"
"8160225";"25760-002";"Kupplungshebel verstellbar Silber/Titan"
"8160225";"25760-002";"Kupplungshebel verstellbar Silber/Titan"
"8160225";"25760-002";"Kupplungshebel verstellbar Silber/Titan"
"8160220";"25760-001";"Kupplungshebel verstellbar Silber/Blau"
"8160220";"25760-001";"Kupplungshebel verstellbar Silber/Blau"
"8160220";"25760-001";"Kupplungshebel verstellbar Silber/Blau"
"8160200";"25750-001";"Bremshebel verstellbar Silber/Blau"
"8160200";"25750-001";"Bremshebel verstellbar Silber/Blau"
"8160200";"25750-001";"Bremshebel verstellbar Silber/Blau"
"8160205";"25750-002";"Bremshebel verstellbar Silber/Titan"
"8160205";"25750-002";"Bremshebel verstellbar Silber/Titan"
"8160205";"25750-002";"Bremshebel verstellbar Silber/Titan"
"8160210";"25750-003";"Bremshebel verstellbar Titan/Silber"
"8160210";"25750-003";"Bremshebel verstellbar Titan/Silber"
"8160210";"25750-003";"Bremshebel verstellbar Titan/Silber"
"8160215";"25750-004";"Bremshebel verstellbar Titan/Blau"
"8160215";"25750-004";"Bremshebel verstellbar Titan/Blau"
"8160215";"25750-004";"Bremshebel verstellbar Titan/Blau"
"8500217";"32290-000";"Extender Fender K 1200 R vorne"
"8500217";"32290-000";"Extender Fender K 1200 R vorne"
"1250094";"32600-000";"Tankpadset K1200/1300 S"
"8601347";"33600-101";"Rahmenabdeckung links K1200R"
"8601348";"33600-001";"Rahmenabdeckung rechts K1200R"
"8601358";"33980-001";"Kotflugel vorne K1200/1300R"
"5180129";"22100-000";"Ohlins Federbein K1200R/R Sport + K1300R hinten"
"8160305";"26760-001";"Rahmenschutzer HP2,  PS silber"
"8154007";"26330-001";"Oltemperaturanzeige  F650GS 50 mm wei?"
"8154016";"26340-002";"Oltemperaturanzeige  F650GS 50 mm schwarz"
"8160601";"30220-002";"Koffertrager schwarz HP2"
"8160602";"30230-002";"Gepackbrucke schwarz HP2"
"8160604";"35100-001";"Topcasetrager R 1200 ST"
"8160019";"26450-002";"Tankschutzbugel 1200GS schwarz"
"5180525";"23140-000";"Wilbers progressive Gabelfedern HP2"
"1250505";"29860-000";"Hecktasche HP2 ""SixDays"""
"8500117";"26830-001";"Motorschutz Dakar fur HP2"
"8501153";"27310-001";"Olkuhlerschutz HP2"
"1250470";"28140-100";"Lackschutzfolie Komplettset HP2 Venture Shield"
"8601366";"33710-001";"Batteriefachabdeckung K 1200/1300R"
"8162311";"26390-000";"Vorbauverstarkung HP2"
"8600243";"29810-000";"Krummeranlage ""Sport"" R1200GS/Adv./HP2"
"5180130";"41770-000";"Ohlins Federbein HP2"
"8601088";"28480-102";"Rucklichtglas wei? fur R 1150 R, HP2, K 1200 RS/GT"
"9002197";"25240-600";"Schneekette vorne fur 90/90-21"
"9002198";"25240-100";"Schneekette hinten fur 140/80-17"
"8601367";"33700-001";"Batteriefachabdeckung K 1200/1300S"
"8601372";"33830-001";"Rucklichtverkleidung K1200/1300S"
"8601374";"33740-001";"Tankmittelabdeckung oben  K1200/1300S"
"8601378";"33850-001";"Rucklichtverkleidung K1200/1300R (ohne Ausschnitt)"
"9002193";"25240-000";"Schneekette hinten fur 130/80-17"
"9002194";"25240-400";"Schneekette vorne fur 100/90-19"
"8601379";"33590-001";"Bugspoiler K1200/1300S kurz"
"8601340";"32060-001";"Krummerblende K 1200 S/R"
"5180590";"22650-000";"Wilbers Federbein K1200R vorne"
"5180595";"22650-100";"Wilbers Federbein K 1200R hinten"
"2024583";"24100-000";"Adapter fur Normsteckdosen "
"2024583";"24100-000";"Adapter fur Normsteckdosen "
"8600671";"24070-000";"Steckdosenhalter fur DIN Steckdose"
"8600671";"24070-000";"Steckdosenhalter fur DIN Steckdose"
"8600675";"24060-000";"Zigaretten Anzunder Steckdose"
"8600675";"24060-000";"Zigaretten Anzunder Steckdose"
"8601089";"33050-000";"Rucklichtglas wei? 1200 C / CL & Montauk"
"8110287";"32490-002";"Seitendeckel K 1200/1300 R schwarz"
"8110103";"32310-000";"Extenda Fenda K 1200 S hinten"
"8110103";"32310-000";"Extenda Fenda K 1200 S hinten"
"8110104";"32320-000";"Extenda Fenda K 1200 R / Sport hinten"
"8110104";"32320-000";"Extenda Fenda K 1200 R / Sport hinten"
"8600880";"21150-000";"Offroad Halter fur TomTom  Rider 1"
"8600880";"21150-000";"Offroad Halter fur TomTom  Rider 1"
"8600880";"21150-000";"Offroad Halter fur TomTom  Rider 1"
"8410120";"31150-000";"Gaszug K1200S oder R verlangert"
"8601381";"33680-001";"Verkleidungseinsatze K1200 S"
"8151067";;"PIN BMW 1200 GS rot"
"8151069";"37363-600";"PIN BMW 1200 GS Adventure rot"
"8151070";"37363-700";"PIN BMW 1200 S gelb"
"8151071";"37363-800";"PIN BMW 1200 ST blau/schwarz"
"8151072";"37363-900";"PIN BMW K1200 R gelb/schwarz"
"8151073";"37364-000";"PIN BMW F 800 S gelb"
"8151074";"37364-100";"PIN BMW HP2 blau/grau"
"8151075";"37364-200";"PIN BMW F 800 ST grau"
"8160080";"25950-000";"Fu?rasten Pivot Pegz R1200 GS & Adventure"
"1250298";"21220-000";"Anbausatz fur Multi Pod an K1200 S"
"8160605";"29940-001";"Topcasetragerverstarkung silber R 1200 GS"
"8160606";"29950-001";"Topcasetragerverbreiterung Alu R1200 GS"
"1624570";"25030-000";"Lenkerquerstrebe fur konifiz. Lenker silber"
"8601309";"27700-000";"Gabelschutzer Neopren schwarz"
"8500135";"27380-500";"Seitenstanderplatte R1200GS"
"8110095";"30380-021";"Verkleidungsscheibe R 1200ST hoch"
"8110095";"30380-021";"Verkleidungsscheibe R 1200ST hoch"
"8500058";"26910-001";"Interferenzrohrschutz HP2/1200GS"
"1250475";"28140-000";"Tankschutzfolie HP2 VentureShield"
"1250279";"21210-000";"Anbausatz an freie Spiegelbefestigung Multi Pod"
"8166129";"31170-000";"Haltesatz fur Befestigung Lenkerendgewichte"
"8166129";"31170-000";"Haltesatz fur Befestigung Lenkerendgewichte"
"8166129";"31170-000";"Haltesatz fur Befestigung Lenkerendgewichte"
"8601377";"33840-001";"Rucklichtverkleidung K1200/1300R"
"8601376";"30760-001";"Windschild Carbon K 1200/1300 R "
"8160082";"25930-000";"Fu?rasten Pivot Pegz F 650/1100/1150 GS"
"8162306";"30700-001";"Windschild  Flow Jet fur K 1200 R,  silber"
"8162306";"30700-001";"Windschild  Flow Jet fur K 1200 R,  silber"
"8162301";"25590-002";"Windschild Flow Jet schwarz R1200GS"
"8162301";"25590-002";"Windschild Flow Jet schwarz R1200GS"
"8600605";"38900-000";"Micro Flooter Paket fur 1200 GS"
"8600605";"38900-000";"Micro Flooter Paket fur 1200 GS"
"8600605";"38900-000";"Micro Flooter Paket fur 1200 GS"
"8500121";"26880-101";"Hauptstanderschutzplatte 1200 GS ab 2006"
"8500121";"26880-101";"Hauptstanderschutzplatte 1200 GS ab 2006"
"5524051";"21800-000";"Lifter fur Hauptstanderaufnahme"
"8710175";"21690-000";"Reparaturanleitung R1200GS bis Bj. 2009"
"8500119";"26820-101";"Motorschutz 1200 GS ab 2006 silber"
"8500119";"26820-101";"Motorschutz 1200 GS ab 2006 silber"
"1724770";"25180-001";"Rack Pack Wunderlich Edition, blau/silber, Gr. L"
"8500122";"26880-001";"Hauptstanderschutzplatte 1200 GS bis 2006"
"8500122";"26880-001";"Hauptstanderschutzplatte 1200 GS bis 2006"
"5180710";"22680-000";"Wilbers Federbein Ecoline R 850 GS vorne"
"5180720";"22670-000";"Wilbers Federbein Ecoline R 850 R vorne"
"5180730";"22970-000";"Wilbers Federbein Ecoline K 1100 LT ohne ABS"
"5180735";"22980-000";"Wilbers Federbein Ecoline K 1100 LT mit ABS 1"
"5180740";"22990-000";"Wilbers Federbein Ecoline K 1100 LT mit ABS 2"
"5180745";"22940-000";"Wilbers Federbein Ecoline K 1100 RS ohne ABS"
"5180750";"22950-000";"Wilbers Federbein Ecoline K 1100 RS mit ABS 1"
"5180755";"22960-000";"Wilbers Federbein Ecoline K 1100 RS mit ABS 2"
"5180760";"22690-000";"Wilbers Federbein Ecoline R 1100 RS/R vorne"
"5180770";"22700-000";"Wilbers Federbein Ecoline R 1100 RT vorne"
"5180780";"22710-000";"Wilbers Federbein Ecoline R 1100 S vorne"
"5180790";"22770-000";"Wilbers Federbein Ecoline R 1150 GS vorne"
"5180800";"22760-000";"Wilbers Federbein Ecoline R 1150 RS vorne"
"5180810";"22810-000";"Wilbers Federbein Ecoline K 1200 LT vorne"
"5180820";"22800-000";"Wilbers Federbein Ecoline K1200 RS vorne"
"5180830";"22780-000";"Wilbers Federbein Ecoline R 1200 C vorne"
"8160290";"25750-006";"Bremshebel verstellbar schwarz"
"8160290";"25750-006";"Bremshebel verstellbar schwarz"
"8160290";"25750-006";"Bremshebel verstellbar schwarz"
"8160295";"25760-006";"Kupplungshebel verstellbar schwarz"
"8160295";"25760-006";"Kupplungshebel verstellbar schwarz"
"8160295";"25760-006";"Kupplungshebel verstellbar schwarz"
"8160615";"34120-001";"Nabenabdeckung TORNADO silber"
"8160615";"34120-001";"Nabenabdeckung TORNADO silber"
"5180131";"21860-000";"Ohlins Federbein  G650 X Moto"
"8500061";"26970-001";"Bremsbehalterdeckelschutz hinten R1200GS silber"
"8500061";"26970-001";"Bremsbehalterdeckelschutz hinten R1200GS silber"
"8500061";"26970-001";"Bremsbehalterdeckelschutz hinten R1200GS silber"
"8500062";"26960-001";"Bremsbehalterschutz hinten 1150 GS"
"8500062";"26960-001";"Bremsbehalterschutz hinten 1150 GS"
"8160180";"25740-002";"Kupplungshebel verstellbar schwarz/schwarz"
"8160180";"25740-002";"Kupplungshebel verstellbar schwarz/schwarz"
"8160180";"25740-002";"Kupplungshebel verstellbar schwarz/schwarz"
"8160185";"25740-003";"Kupplungshebel verstellbar Titan"
"8160185";"25740-003";"Kupplungshebel verstellbar Titan"
"8160185";"25740-003";"Kupplungshebel verstellbar Titan"
"8160160";"25730-002";"Bremshebel verstellbar schwarz/schwarz"
"8160160";"25730-002";"Bremshebel verstellbar schwarz/schwarz"
"8160160";"25730-002";"Bremshebel verstellbar schwarz/schwarz"
"8160165";"25730-003";"Bremshebel verstellbar Titan "
"8160165";"25730-003";"Bremshebel verstellbar Titan "
"8160165";"25730-003";"Bremshebel verstellbar Titan "
"8160140";"25730-001";"Bremshebel verstellbar Schwarz/Silber"
"8160140";"25730-001";"Bremshebel verstellbar Schwarz/Silber"
"8160140";"25730-001";"Bremshebel verstellbar Schwarz/Silber"
"8160145";"25740-001";"Kupplungshebel verstellbar Schwarz/Silber"
"8160145";"25740-001";"Kupplungshebel verstellbar Schwarz/Silber"
"8160145";"25740-001";"Kupplungshebel verstellbar Schwarz/Silber"
"8122710";"24940-000";"Kraftstofffilter"
"8122714";"29780-000";"Leo Vince SBK Endschalldampfer 850/1100 GS/R"
"8122715";"29780-100";"Leo Vince DB Killer fur 8122714"
"8601397";"34660-002";"Lufteinlass links K1200R"
"8601397";"34660-002";"Lufteinlass links K1200R"
"8601397";"34660-002";"Lufteinlass links K1200R"
"8601392";"38940-001";"Lufteinlass rechts K1200R"
"8601410";"32080-001";"Kupplungsdeckelabdeckung K1200 S/R/GT"
"8600665";"34060-000";"Lenkkopfabdeckung m.Thermometer R1200ST/R "
"8600665";"34060-000";"Lenkkopfabdeckung m.Thermometer R1200ST/R "
"8600665";"34060-000";"Lenkkopfabdeckung m.Thermometer R1200ST/R "
"8160086";"36690-001";"Hecklifter Aufnahme (Satz) Bobbin silber"
"8600594";"32920-001";"Zusatzscheinwerfer K1200/1300S"
"8600594";"32920-001";"Zusatzscheinwerfer K1200/1300S"
"8600594";"32920-001";"Zusatzscheinwerfer K1200/1300S"
"8600993";"34410-001";"Blinkerglaser, Paar,  wei? K 1200 LT"
"8600994";"34410-002";"Blinkerglaser, Paar, getont K 1200 LT"
"8600998";"34370-001";"Blinkerglaser, Paar,  wei? ohne TUV"
"8600999";"34370-002";"Blinkerglaser, Paar,  getont R 1100/1150 RT "
"8600992";"29210-001";"Blinkerglaser, Paar, wei? F650 GS/CS"
"8200016";"34630-000";"Batterie Rein-Blei 1200 ST"
"8110105";"32270-000";"Extenda Fender 1200 ST vorne"
"8110105";"32270-000";"Extenda Fender 1200 ST vorne"
"8500226";"32830-001";"Gabelbruckenschutzpad 1200ST silbern"
"1250095";"32610-000";"Tankpadset K1200/1300R"
"1250096";"32570-000";"Tankpadset R1200 RT"
"1250097";"32580-000";"Tankpadset R1200 ST"
"9002199";"25240-300";"Schneekette hinten fur 150/80-18"
"5180577";"22480-000";"Wilbers Federbein 1200GS Adv.vo.  BlueLine"
"5180578";"22480-100";"Wilbers Federbein 1200GS Adv.vo. BlueLine hart"
"5180567";"22480-200";"Wilbers Federbein 1200GS Adv.hi. BlueLine"
"5180568";"22480-300";"Wilbers Federbein 1200GS Adv.hi. Blue Line hart"
"5180135";"22140-000";"Ohlins Federbeinsatz tief 1200 GS "
"5180136";"22030-100";"Ohlins Federbein 1200 GS Adv.vorne"
"8166210";"31390-001";"Schalterblende Bremsh. hi.R 1200 GS/Adv. ab 06"
"8166210";"31390-001";"Schalterblende Bremsh. hi.R 1200 GS/Adv. ab 06"
"8166210";"31390-001";"Schalterblende Bremsh. hi.R 1200 GS/Adv. ab 06"
"8166215";"20420-000";"Lampenschutzgitter R1200 GS / Adventure"
"8166220";"31400-001";"Sturzbugelverstarkung 1200 GS/Adv."
"8166230";"29160-000";"21 "" Komplettrad silberne Version"
"8166235";"29110-000";"21 Zoll Offroad Kotflugel"
"8166240";"29120-000";"Komplettkit 21"" Vorderradumbau silb. Felge"
"8166245";"29130-000";"Komplettkit 21"" Vorderradumbau schw. Felge"
"8166232";"29170-000";"21 "" Komplettrad schwarze Version"
"8162350";"28640-001";"Jararaca-Umrustkit"
"8601306";"29090-001";"Gabelbrucke unten 1200 GS/Adv."
"8110276";"38990-001";"Heck fur 1200 GS, passend fur LED Rucklicht"
"8160053";"26000-001";"Beifahrer Rastentieferverlegung R1200GS + Adv."
"8160053";"26000-001";"Beifahrer Rastentieferverlegung R1200GS + Adv."
"8110114";"28460-001";"Rucklichtumbau  Flat Twin 1200 GS silber"
"8500063";"27170-001";"Halter fur Bremslichtschalter"
"8500063";"27170-001";"Halter fur Bremslichtschalter"
"8500063";"27170-001";"Halter fur Bremslichtschalter"
"8160614";"30210-001";"Topcasetrager R1200GS Adventure"
"8161485";"25750-005";"Bremshebel verstellbar schwarz/silber"
"8161485";"25750-005";"Bremshebel verstellbar schwarz/silber"
"8161485";"25750-005";"Bremshebel verstellbar schwarz/silber"
"8161490";"25760-005";"Kupplungshebel verstellbar schw./silb."
"8161490";"25760-005";"Kupplungshebel verstellbar schw./silb."
"8161490";"25760-005";"Kupplungshebel verstellbar schw./silb."
"1250284";"39020-000";"Adapter 4 Krallen System "
"8600436";"34760-000";"Leistungskit Stufe 1  1100 S"
"8600436";"34760-000";"Leistungskit Stufe 1  1100 S"
